label,champion_name,ranking_tier,ranking_code,ranking_faction_code,ranking_faction_name,ranking_rarity_code,ranking_rarity_name,ranking_role_code,ranking_role_name,ranking_affinity_code,ranking_affinity_name,ranking_order,ranking_index_url,source_url,source_image_url,raw_page_path,raw_image_path,processed_image_path,debug_image_path,crop_box,image_width,image_height
arbiter,Arbiter,S,HE-LSV,HE,High Elves,L,Legendary,S,Support,V,Void,43,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-arbiter-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Arbiter.jpg,data/raw/pages/raid_shadow_legends_arbiter_skill_mastery_equip_guide.html,data/raw/images/arbiter_91c58390e4.jpg,data/processed/icons/arbiter.png,data/processed/debug/arbiter_crop_debug.jpg,"14,378,197,532",48,64
arcanist,Arcanist,C,KR-RSF,KR,Knights Revenant,R,Rare,S,Support,F,Force,781,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-arcanist-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Arcanist.jpg,data/raw/pages/raid_shadow_legends_arcanist_skill_mastery_equip_guide.html,data/raw/images/arcanist_cec1554c7a.jpg,data/processed/icons/arcanist.png,data/processed/debug/arcanist_crop_debug.jpg,"14,378,197,532",48,64
archbishop_pinthroy,Archbishop Pinthroy,A,SO-LSS,SO,The Sacred Order,L,Legendary,S,Support,S,Spirit,122,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-archbishop-pinthroy-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Archbishop_Pinthroy.jpg,data/raw/pages/raid_shadow_legends_archbishop_pinthroy_skill_mastery_equip_guide.html,data/raw/images/archbishop_pinthroy_0d52ca1359.jpg,data/processed/icons/archbishop_pinthroy.png,data/processed/debug/archbishop_pinthroy_crop_debug.jpg,"14,378,197,532",48,64
archer,Archer,A,BL-UAM,BL,Banner Lords,U,Uncommon,A,Attack,M,Magic,940,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-archer-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Archer.jpg,data/raw/pages/raid_shadow_legends_archer_skill_mastery_equip_guide.html,data/raw/images/archer_79b9b35900.jpg,data/processed/icons/archer.png,data/processed/debug/archer_crop_debug.jpg,"14,378,197,532",48,64
archmage_hellmut,Archmage Hellmut,S,BL-ESM,BL,Banner Lords,E,Epic,S,Support,M,Magic,412,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-archmage-hellmut-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Archmage_Hellmut.jpg,data/raw/pages/raid_shadow_legends_archmage_hellmut_skill_mastery_equip_guide.html,data/raw/images/archmage_hellmut_ef93ebed20.jpg,data/processed/icons/archmage_hellmut.png,data/processed/debug/archmage_hellmut_crop_debug.jpg,"14,378,197,532",48,64
aristocrat,Aristocrat,C,HE-UAM,HE,High Elves,U,Uncommon,A,Attack,M,Magic,963,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-aristocrat-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Aristocrat.jpg,data/raw/pages/raid_shadow_legends_aristocrat_skill_mastery_equip_guide.html,data/raw/images/aristocrat_471c194302.jpg,data/processed/icons/aristocrat.png,data/processed/debug/aristocrat_crop_debug.jpg,"14,378,197,532",48,64
arix,Arix,A,KR-LHM,KR,Knights Revenant,L,Legendary,H,HP,M,Magic,123,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-arix-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Arix.jpg,data/raw/pages/raid_shadow_legends_arix_skill_mastery_equip_guide.html,data/raw/images/arix_e2029ba5d7.jpg,data/processed/icons/arix.png,data/processed/debug/arix_crop_debug.jpg,"14,378,197,532",48,64
armanz_the_magnificent,Armanz the Magnificent,SS,BA-LSM,BA,Barbarians,L,Legendary,S,Support,M,Magic,34,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-armanz-the-magnificent-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Armanz_the_Magnificent.jpg,data/raw/pages/raid_shadow_legends_armanz_the_magnificent_skill_mastery_equip_guide.html,data/raw/images/armanz_the_magnificent_7066e67c44.jpg,data/processed/icons/armanz_the_magnificent.png,data/processed/debug/armanz_the_magnificent_crop_debug.jpg,"14,378,197,532",48,64
armiger,Armiger,S,SO-UDS,SO,The Sacred Order,U,Uncommon,D,Defense,S,Spirit,930,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-armiger-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Armiger.jpg,data/raw/pages/raid_shadow_legends_armiger_skill_mastery_equip_guide.html,data/raw/images/armiger_71aa529cfb.jpg,data/processed/icons/armiger.png,data/processed/debug/armiger_crop_debug.jpg,"14,378,197,532",48,64
armina,Armina,B,BA-EAM,BA,Barbarians,E,Epic,A,Attack,M,Magic,497,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-armina-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Armina.jpg,data/raw/pages/raid_shadow_legends_armina_skill_mastery_equip_guide.html,data/raw/images/armina_1b25443bf7.jpg,data/processed/icons/armina.png,data/processed/debug/armina_crop_debug.jpg,"14,378,197,532",48,64
arndulf,Arndulf,B,BL-EDM,BL,Banner Lords,E,Epic,D,Defense,M,Magic,498,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-arndulf-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Arndulf.jpg,data/raw/pages/raid_shadow_legends_arndulf_skill_mastery_equip_guide.html,data/raw/images/arndulf_5f573ba539.jpg,data/processed/icons/arndulf.png,data/processed/debug/arndulf_crop_debug.jpg,"14,378,197,532",48,64
arne_the_white,Arne the White,S,BA-MAM,BA,Barbarians,M,Mythical,A,Attack,M,Magic,8,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-arne-the-white-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Arne_the_White.jpg,data/raw/pages/raid_shadow_legends_arne_the_white_skill_mastery_equip_guide.html,data/raw/images/arne_the_white_253e179e56.jpg,data/processed/icons/arne_the_white.png,data/processed/debug/arne_the_white_crop_debug.jpg,"14,378,197,532",48,64
arnorn_the_shining,Arnorn the Shining,A,DW-LAV,DW,Dwarves,L,Legendary,A,Attack,V,Void,124,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-arnorn-the-shining-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Arnorn_the_Shining.jpg,data/raw/pages/raid_shadow_legends_arnorn_the_shining_skill_mastery_equip_guide.html,data/raw/images/arnorn_the_shining_7d65784169.jpg,data/processed/icons/arnorn_the_shining.png,data/processed/debug/arnorn_the_shining_crop_debug.jpg,"14,378,197,532",48,64
artak,Artak,A,OR-LHM,OR,Orcs,L,Legendary,H,HP,M,Magic,125,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-artak-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Artak.jpg,data/raw/pages/raid_shadow_legends_artak_skill_mastery_equip_guide.html,data/raw/images/artak_9405bbd395.jpg,data/processed/icons/artak.png,data/processed/debug/artak_crop_debug.jpg,"14,378,197,532",48,64
arwydd_quivergrass,Arwydd Quivergrass,C,SY-EAF,SY,Sylvan Watchers,E,Epic,A,Attack,F,Force,641,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-arwydd-quivergrass-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Arwydd_Quivergrass.jpg,data/raw/pages/raid_shadow_legends_arwydd_quivergrass_skill_mastery_equip_guide.html,data/raw/images/arwydd_quivergrass_d3096bc453.jpg,data/processed/icons/arwydd_quivergrass.png,data/processed/debug/arwydd_quivergrass_crop_debug.jpg,"14,378,197,532",48,64
ashnar_dragonsoul,Ashnar Dragonsoul,S,OR-MHF,OR,Orcs,M,Mythical,H,HP,F,Force,9,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-ashnar-dragonsoul-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Ashnar_Dragonsoul.jpg,data/raw/pages/raid_shadow_legends_ashnar_dragonsoul_skill_mastery_equip_guide.html,data/raw/images/ashnar_dragonsoul_b78b561a61.jpg,data/processed/icons/ashnar_dragonsoul.png,data/processed/debug/ashnar_dragonsoul_crop_debug.jpg,"14,378,197,532",48,64
ashwalker,Ashwalker,F,KR-RAV,KR,Knights Revenant,R,Rare,A,Attack,V,Void,876,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-ashwalker-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Ashwalker.jpg,data/raw/pages/raid_shadow_legends_ashwalker_skill_mastery_equip_guide.html,data/raw/images/ashwalker_ecdbf3c98f.jpg,data/processed/icons/ashwalker.png,data/processed/debug/ashwalker_crop_debug.jpg,"14,378,197,532",48,64
assassin,Assassin,F,SK-RAM,SK,Shadowkin,R,Rare,A,Attack,M,Magic,877,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-assassin-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Assassin.jpg,data/raw/pages/raid_shadow_legends_assassin_skill_mastery_equip_guide.html,data/raw/images/assassin_57853c6c73.jpg,data/processed/icons/assassin.png,data/processed/debug/assassin_crop_debug.jpg,"14,378,197,532",48,64
astralith,Astralith,C,DE-LAS,DE,Dark Elves,L,Legendary,A,Attack,S,Spirit,401,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-astralith-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Astralith.jpg,data/raw/pages/raid_shadow_legends_astralith_skill_mastery_equip_guide.html,data/raw/images/astralith_bc7a3b9f0d.jpg,data/processed/icons/astralith.png,data/processed/debug/astralith_crop_debug.jpg,"14,378,197,532",48,64
astralon,Astralon,B,SO-LAM,SO,The Sacred Order,L,Legendary,A,Attack,M,Magic,301,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-astralon-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Astralon.jpg,data/raw/pages/raid_shadow_legends_astralon_skill_mastery_equip_guide.html,data/raw/images/astralon_f62f10be25.jpg,data/processed/icons/astralon.png,data/processed/debug/astralon_crop_debug.jpg,"14,378,197,532",48,64
athel,Athel,A,SO-RAM,SO,The Sacred Order,R,Rare,A,Attack,M,Magic,705,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-athel-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Athel.jpg,data/raw/pages/raid_shadow_legends_athel_skill_mastery_equip_guide.html,data/raw/images/athel_6a473eb8d6.jpg,data/processed/icons/athel.png,data/processed/debug/athel_crop_debug.jpg,"14,378,197,532",48,64
atur,Atur,B,BA-EHM,BA,Barbarians,E,Epic,H,HP,M,Magic,499,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-atur-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Atur.jpg,data/raw/pages/raid_shadow_legends_atur_skill_mastery_equip_guide.html,data/raw/images/atur_1263a2352d.jpg,data/processed/icons/atur.png,data/processed/debug/atur_crop_debug.jpg,"14,378,197,532",48,64
authoratrix_lamasu,Authoratrix Lamasu,A,DS-LSV,DS,Demonspawn,L,Legendary,S,Support,V,Void,126,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-authoratrix-lamasu-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Authoratrix_Lamasu.jpg,data/raw/pages/raid_shadow_legends_authoratrix_lamasu_skill_mastery_equip_guide.html,data/raw/images/authoratrix_lamasu_82e88f7f38.jpg,data/processed/icons/authoratrix_lamasu.png,data/processed/debug/authoratrix_lamasu_crop_debug.jpg,"14,378,197,532",48,64
avenger,Avenger,C,HE-RAM,HE,High Elves,R,Rare,A,Attack,M,Magic,782,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-avenger-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Avenger.jpg,data/raw/pages/raid_shadow_legends_avenger_skill_mastery_equip_guide.html,data/raw/images/avenger_b492eb03bf.jpg,data/processed/icons/avenger.png,data/processed/debug/avenger_crop_debug.jpg,"14,378,197,532",48,64
avir_the_alchemage,Avir the Alchemage,C,DW-RSM,DW,Dwarves,R,Rare,S,Support,M,Magic,783,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-avir-the-alchemage-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Avir_the_Alchemage.jpg,data/raw/pages/raid_shadow_legends_avir_the_alchemage_skill_mastery_equip_guide.html,data/raw/images/avir_the_alchemage_356d0259c4.jpg,data/processed/icons/avir_the_alchemage.png,data/processed/debug/avir_the_alchemage_crop_debug.jpg,"14,378,197,532",48,64
axeman,Axeman,F,BL-CHF,BL,Banner Lords,C,Common,H,HP,F,Force,1011,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-axeman-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Axeman.jpg,data/raw/pages/raid_shadow_legends_axeman_skill_mastery_equip_guide.html,data/raw/images/axeman_005e40f9b2.jpg,data/processed/icons/axeman.png,data/processed/debug/axeman_crop_debug.jpg,"14,378,197,532",48,64
azure,Azure,B,BL-EHV,BL,Banner Lords,E,Epic,H,HP,V,Void,500,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-azure-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Azure.jpg,data/raw/pages/raid_shadow_legends_azure_skill_mastery_equip_guide.html,data/raw/images/azure_e2fd4efa5b.jpg,data/processed/icons/azure.png,data/processed/debug/azure_crop_debug.jpg,"14,378,197,532",48,64
ba_satha,Ba Satha,A,LZ-LHM,LZ,Lizardmen,L,Legendary,H,HP,M,Magic,127,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-ba-satha-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Ba_Satha.jpg,data/raw/pages/raid_shadow_legends_ba_satha_skill_mastery_equip_guide.html,data/raw/images/ba_satha_9ef41604c8.jpg,data/processed/icons/ba_satha.png,data/processed/debug/ba_satha_crop_debug.jpg,"14,378,197,532",48,64
bad_el_kazar,Bad-el-Kazar,S,UH-LSF,UH,Undead Hordes,L,Legendary,S,Support,F,Force,44,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-bad-el-kazar-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Bad_el_Kazar.jpg,data/raw/pages/raid_shadow_legends_bad_el_kazar_skill_mastery_equip_guide.html,data/raw/images/bad_el_kazar_1e5a575b85.jpg,data/processed/icons/bad_el_kazar.png,data/processed/debug/bad_el_kazar_crop_debug.jpg,"14,378,197,532",48,64
baerd_the_broad,Baerd the Broad,A,SY-LDM,SY,Sylvan Watchers,L,Legendary,D,Defense,M,Magic,128,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-baerd-the-broad-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Baerd_the_Broad.jpg,data/raw/pages/raid_shadow_legends_baerd_the_broad_skill_mastery_equip_guide.html,data/raw/images/baerd_the_broad_6034a78bf7.jpg,data/processed/icons/baerd_the_broad.png,data/processed/debug/baerd_the_broad_crop_debug.jpg,"14,378,197,532",48,64
baerdal_fellhammer,Baerdal Fellhammer,B,DW-EAV,DW,Dwarves,E,Epic,A,Attack,V,Void,501,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-baerdal-fellhammer-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Baerdal_Fellhammer.jpg,data/raw/pages/raid_shadow_legends_baerdal_fellhammer_skill_mastery_equip_guide.html,data/raw/images/baerdal_fellhammer_ec4cbc23fa.jpg,data/processed/icons/baerdal_fellhammer.png,data/processed/debug/baerdal_fellhammer_crop_debug.jpg,"14,378,197,532",48,64
balar_the_lost,Balar the Lost,A,SY-LAS,SY,Sylvan Watchers,L,Legendary,A,Attack,S,Spirit,129,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-balar-the-lost-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Balar_the_Lost.jpg,data/raw/pages/raid_shadow_legends_balar_the_lost_skill_mastery_equip_guide.html,data/raw/images/balar_the_lost_b8dd63b5e1.jpg,data/processed/icons/balar_the_lost.png,data/processed/debug/balar_the_lost_crop_debug.jpg,"14,378,197,532",48,64
balthus_drauglord,Balthus Drauglord,B,UH-EDS,UH,Undead Hordes,E,Epic,D,Defense,S,Spirit,502,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-balthus-drauglord-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Balthus_Drauglord.jpg,data/raw/pages/raid_shadow_legends_balthus_drauglord_skill_mastery_equip_guide.html,data/raw/images/balthus_drauglord_ae7637549f.jpg,data/processed/icons/balthus_drauglord.png,data/processed/debug/balthus_drauglord_crop_debug.jpg,"14,378,197,532",48,64
bambus_fourleaf,Bambus Fourleaf,A,SW-LSM,SW,Skinwalkers,L,Legendary,S,Support,M,Magic,130,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-bambus-fourleaf-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Bambus_Fourleaf.jpg,data/raw/pages/raid_shadow_legends_bambus_fourleaf_skill_mastery_equip_guide.html,data/raw/images/bambus_fourleaf_b101e91d62.jpg,data/processed/icons/bambus_fourleaf.png,data/processed/debug/bambus_fourleaf_crop_debug.jpg,"14,378,197,532",48,64
bandit,Bandit,C,BL-CAS,BL,Banner Lords,C,Common,A,Attack,S,Spirit,1008,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-bandit-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Bandit.jpg,data/raw/pages/raid_shadow_legends_bandit_skill_mastery_equip_guide.html,data/raw/images/bandit_550e707940.jpg,data/processed/icons/bandit.png,data/processed/debug/bandit_crop_debug.jpg,"14,378,197,532",48,64
banshee,Banshee,B,UH-RSM,UH,Undead Hordes,R,Rare,S,Support,M,Magic,718,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-banshee-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Banshee.jpg,data/raw/pages/raid_shadow_legends_banshee_skill_mastery_equip_guide.html,data/raw/images/banshee_aff9d5342d.jpg,data/processed/icons/banshee.png,data/processed/debug/banshee_crop_debug.jpg,"14,378,197,532",48,64
